GEN: 365   AVG SCORE: 17.829090909090908    	AVG RATIO: 0.045454305338801314  	BEST SCORE: 67   	BEST RATIO: 0.04370515329419439   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 366   AVG SCORE: 18.60909090909091     	AVG RATIO: 0.045149084086156636  	BEST SCORE: 56   	BEST RATIO: 0.04392156862745098   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 367   AVG SCORE: 17.95090909090909     	AVG RATIO: 0.04418343921484882   	BEST SCORE: 55   	BEST RATIO: 0.04266873545384019   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 368   AVG SCORE: 18.490909090909092    	AVG RATIO: 0.044471108628251606  	BEST SCORE: 57   	BEST RATIO: 0.037377049180327866  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 369   AVG SCORE: 17.849090909090908    	AVG RATIO: 0.04367094159181236   	BEST SCORE: 68   	BEST RATIO: 0.04610169491525424   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 370   AVG SCORE: 18.22909090909091     	AVG RATIO: 0.045078787639426736  	BEST SCORE: 68   	BEST RATIO: 0.04588394062078273   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 371   AVG SCORE: 19.093636363636364    	AVG RATIO: 0.04307859364810435   	BEST SCORE: 57   	BEST RATIO: 0.04851063829787234   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 372   AVG SCORE: 19.471818181818183    	AVG RATIO: 0.04470239736903332   	BEST SCORE: 68   	BEST RATIO: 0.04220980757293606   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 373   AVG SCORE: 19.72                 	AVG RATIO: 0.0445728247728778    	BEST SCORE: 61   	BEST RATIO: 0.03284868066774367   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 374   AVG SCORE: 19.329090909090908    	AVG RATIO: 0.04406703872357759   	BEST SCORE: 71   	BEST RATIO: 0.03482099068170672   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 375   AVG SCORE: 19.714545454545455    	AVG RATIO: 0.04390041854913048   	BEST SCORE: 61   	BEST RATIO: 0.04485294117647059   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 376   AVG SCORE: 20.014545454545456    	AVG RATIO: 0.044878865375569364  	BEST SCORE: 59   	BEST RATIO: 0.044194756554307116  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 377   AVG SCORE: 19.983636363636364    	AVG RATIO: 0.04217609923411522   	BEST SCORE: 59   	BEST RATIO: 0.05                  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 378   AVG SCORE: 19.03909090909091     	AVG RATIO: 0.044284213696722745  	BEST SCORE: 66   	BEST RATIO: 0.04076590487955528   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 379   AVG SCORE: 19.535454545454545    	AVG RATIO: 0.043204464204984125  	BEST SCORE: 65   	BEST RATIO: 0.04596888260254597   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 380   AVG SCORE: 20.567272727272726    	AVG RATIO: 0.042568378234602196  	BEST SCORE: 61   	BEST RATIO: 0.04026402640264026   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 381   AVG SCORE: 20.915454545454544    	AVG RATIO: 0.04278973613340245   	BEST SCORE: 70   	BEST RATIO: 0.04467134652201659   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 382   AVG SCORE: 21.37727272727273     	AVG RATIO: 0.04223132438194956   	BEST SCORE: 66   	BEST RATIO: 0.04670912951167728   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 383   AVG SCORE: 20.293636363636363    	AVG RATIO: 0.04208575706637406   	BEST SCORE: 66   	BEST RATIO: 0.04468517264725796   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 384   AVG SCORE: 20.12                 	AVG RATIO: 0.042477709938328785  	BEST SCORE: 72   	BEST RATIO: 0.04215456674473068   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 385   AVG SCORE: 19.713636363636365    	AVG RATIO: 0.04294247420693287   	BEST SCORE: 65   	BEST RATIO: 0.04344919786096257   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 386   AVG SCORE: 19.566363636363636    	AVG RATIO: 0.04186150310750116   	BEST SCORE: 74   	BEST RATIO: 0.0425531914893617    WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 387   AVG SCORE: 19.098181818181818    	AVG RATIO: 0.04160603068771057   	BEST SCORE: 66   	BEST RATIO: 0.042172523961661344  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 388   AVG SCORE: 19.87272727272727     	AVG RATIO: 0.04142018919581236   	BEST SCORE: 77   	BEST RATIO: 0.051027170311464545  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 389   AVG SCORE: 20.81909090909091     	AVG RATIO: 0.04251894426099341   	BEST SCORE: 76   	BEST RATIO: 0.03463992707383774   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 390   AVG SCORE: 21.28090909090909     	AVG RATIO: 0.040782045772823766  	BEST SCORE: 73   	BEST RATIO: 0.039502164502164504  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 391   AVG SCORE: 19.423636363636362    	AVG RATIO: 0.0418832529967546    	BEST SCORE: 70   	BEST RATIO: 0.04048582995951417   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 392   AVG SCORE: 20.606363636363636    	AVG RATIO: 0.041007938702470784  	BEST SCORE: 68   	BEST RATIO: 0.041846153846153845  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 393   AVG SCORE: 20.880909090909093    	AVG RATIO: 0.042238164835814995  	BEST SCORE: 79   	BEST RATIO: 0.04204364023416711   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 394   AVG SCORE: 19.825454545454544    	AVG RATIO: 0.04090993665317425   	BEST SCORE: 68   	BEST RATIO: 0.03965014577259475   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 395   AVG SCORE: 21.353636363636365    	AVG RATIO: 0.04201282524891907   	BEST SCORE: 83   	BEST RATIO: 0.03757356269805342   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 396   AVG SCORE: 21.496363636363636    	AVG RATIO: 0.040136232330670936  	BEST SCORE: 76   	BEST RATIO: 0.04865556978233035   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 397   AVG SCORE: 21.345454545454544    	AVG RATIO: 0.04088821948092952   	BEST SCORE: 78   	BEST RATIO: 0.042437431991294884  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 398   AVG SCORE: 21.150909090909092    	AVG RATIO: 0.04014392260084107   	BEST SCORE: 71   	BEST RATIO: 0.0410641989589358    WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 399   AVG SCORE: 21.26181818181818     	AVG RATIO: 0.04032999281494602   	BEST SCORE: 72   	BEST RATIO: 0.03848209513629075   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 400   AVG SCORE: 22.502727272727274    	AVG RATIO: 0.039532183952209164  	BEST SCORE: 97   	BEST RATIO: 0.04608076009501188   WON: 1    	WON AVG RATIO: 0.04608076009501188   	WON MEDIAN RATIO: 0.04608076009501188
GEN: 401   AVG SCORE: 22.257272727272728    	AVG RATIO: 0.042851951341965136  	BEST SCORE: 65   	BEST RATIO: 0.04439890710382514   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 402   AVG SCORE: 21.20909090909091     	AVG RATIO: 0.0409720861402492    	BEST SCORE: 78   	BEST RATIO: 0.05489092188599578   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 403   AVG SCORE: 22.418181818181818    	AVG RATIO: 0.04094591883812049   	BEST SCORE: 69   	BEST RATIO: 0.03756124115405553   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 404   AVG SCORE: 21.233636363636364    	AVG RATIO: 0.04080198216850628   	BEST SCORE: 71   	BEST RATIO: 0.03839913466738778   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 405   AVG SCORE: 21.46                 	AVG RATIO: 0.04103798882630541   	BEST SCORE: 77   	BEST RATIO: 0.04128686327077748   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 406   AVG SCORE: 21.798181818181817    	AVG RATIO: 0.04059044569332256   	BEST SCORE: 67   	BEST RATIO: 0.04904831625183016   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 407   AVG SCORE: 21.86090909090909     	AVG RATIO: 0.040776970529406674  	BEST SCORE: 70   	BEST RATIO: 0.03867403314917127   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 408   AVG SCORE: 22.023636363636363    	AVG RATIO: 0.04164955837346191   	BEST SCORE: 68   	BEST RATIO: 0.04389928986442866   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 409   AVG SCORE: 22.8                  	AVG RATIO: 0.040351481623826915  	BEST SCORE: 67   	BEST RATIO: 0.04161490683229813   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 410   AVG SCORE: 22.956363636363637    	AVG RATIO: 0.041942608031446685  	BEST SCORE: 72   	BEST RATIO: 0.04100227790432802   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 411   AVG SCORE: 21.84                 	AVG RATIO: 0.04159491203757245   	BEST SCORE: 97   	BEST RATIO: 0.05240410588870881   WON: 2    	WON AVG RATIO: 0.052389957911957     	WON MEDIAN RATIO: 0.052389957911957
GEN: 412   AVG SCORE: 21.912727272727274    	AVG RATIO: 0.04097165422908744   	BEST SCORE: 72   	BEST RATIO: 0.04247787610619469   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 413   AVG SCORE: 21.905454545454546    	AVG RATIO: 0.04123597507756678   	BEST SCORE: 84   	BEST RATIO: 0.044538706256627786  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 414   AVG SCORE: 21.85181818181818     	AVG RATIO: 0.039685828758627105  	BEST SCORE: 93   	BEST RATIO: 0.051211453744493395  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 415   AVG SCORE: 23.854545454545455    	AVG RATIO: 0.04031177949873565   	BEST SCORE: 72   	BEST RATIO: 0.03339517625231911   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 416   AVG SCORE: 22.33909090909091     	AVG RATIO: 0.040446694249977974  	BEST SCORE: 85   	BEST RATIO: 0.04310344827586207   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 417   AVG SCORE: 23.15                 	AVG RATIO: 0.03930888801818823   	BEST SCORE: 66   	BEST RATIO: 0.040968342644320296  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 418   AVG SCORE: 23.207272727272727    	AVG RATIO: 0.03983631479714608   	BEST SCORE: 80   	BEST RATIO: 0.05012531328320802   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 419   AVG SCORE: 21.56909090909091     	AVG RATIO: 0.041364823747697635  	BEST SCORE: 72   	BEST RATIO: 0.045084533500313086  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 420   AVG SCORE: 22.55090909090909     	AVG RATIO: 0.04080643868237114   	BEST SCORE: 74   	BEST RATIO: 0.04274985557481225   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 421   AVG SCORE: 22.19                 	AVG RATIO: 0.03846680474882966   	BEST SCORE: 70   	BEST RATIO: 0.04263093788063337   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 422   AVG SCORE: 22.417272727272728    	AVG RATIO: 0.0397055474182241    	BEST SCORE: 70   	BEST RATIO: 0.04164187983343248   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 423   AVG SCORE: 21.966363636363635    	AVG RATIO: 0.0398897823089183    	BEST SCORE: 66   	BEST RATIO: 0.040293040293040296  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 424   AVG SCORE: 22.785454545454545    	AVG RATIO: 0.04179693897497289   	BEST SCORE: 73   	BEST RATIO: 0.048344370860927154  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 425   AVG SCORE: 22.349090909090908    	AVG RATIO: 0.03952461688851006   	BEST SCORE: 66   	BEST RATIO: 0.04721030042918455   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 426   AVG SCORE: 22.904545454545456    	AVG RATIO: 0.040434877903736594  	BEST SCORE: 85   	BEST RATIO: 0.04066985645933014   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 427   AVG SCORE: 23.23909090909091     	AVG RATIO: 0.039522991866011326  	BEST SCORE: 77   	BEST RATIO: 0.03745136186770428   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 428   AVG SCORE: 22.151818181818182    	AVG RATIO: 0.03957109551395971   	BEST SCORE: 72   	BEST RATIO: 0.03643724696356275   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 429   AVG SCORE: 21.286363636363635    	AVG RATIO: 0.03823157787662441   	BEST SCORE: 81   	BEST RATIO: 0.0408884401817264    WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 430   AVG SCORE: 21.296363636363637    	AVG RATIO: 0.040682352110820164  	BEST SCORE: 96   	BEST RATIO: 0.047666335650446874  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 431   AVG SCORE: 22.37090909090909     	AVG RATIO: 0.04044940087994953   	BEST SCORE: 89   	BEST RATIO: 0.047875201721355565  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 432   AVG SCORE: 21.177272727272726    	AVG RATIO: 0.04023163331936713   	BEST SCORE: 76   	BEST RATIO: 0.03164029975020816   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 433   AVG SCORE: 22.503636363636364    	AVG RATIO: 0.04066030518819479   	BEST SCORE: 97   	BEST RATIO: 0.04478301015697138   WON: 1    	WON AVG RATIO: 0.04478301015697138   	WON MEDIAN RATIO: 0.04478301015697138
GEN: 434   AVG SCORE: 21.613636363636363    	AVG RATIO: 0.04203059646058338   	BEST SCORE: 77   	BEST RATIO: 0.03809995051954478   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 435   AVG SCORE: 22.26                 	AVG RATIO: 0.037836387063325115  	BEST SCORE: 72   	BEST RATIO: 0.044444444444444446  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 436   AVG SCORE: 22.264545454545456    	AVG RATIO: 0.038975694627155257  	BEST SCORE: 73   	BEST RATIO: 0.04360812425328554   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 437   AVG SCORE: 22.434545454545454    	AVG RATIO: 0.04010489936491378   	BEST SCORE: 73   	BEST RATIO: 0.03788271925272444   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 438   AVG SCORE: 23.082727272727272    	AVG RATIO: 0.039309798275480125  	BEST SCORE: 78   	BEST RATIO: 0.04171122994652406   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 439   AVG SCORE: 24.15                 	AVG RATIO: 0.041713984460373714  	BEST SCORE: 75   	BEST RATIO: 0.04152823920265781   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 440   AVG SCORE: 24.847272727272728    	AVG RATIO: 0.040109620531449924  	BEST SCORE: 70   	BEST RATIO: 0.035696073431922486  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 441   AVG SCORE: 23.62                 	AVG RATIO: 0.03956114524101757   	BEST SCORE: 83   	BEST RATIO: 0.044456347080878415  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 442   AVG SCORE: 24.636363636363637    	AVG RATIO: 0.03890858210911338   	BEST SCORE: 69   	BEST RATIO: 0.05211480362537765   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 443   AVG SCORE: 24.158181818181816    	AVG RATIO: 0.039503487913688635  	BEST SCORE: 77   	BEST RATIO: 0.04325842696629213   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 444   AVG SCORE: 25.19272727272727     	AVG RATIO: 0.03948606254685411   	BEST SCORE: 81   	BEST RATIO: 0.042012448132780086  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 445   AVG SCORE: 24.804545454545455    	AVG RATIO: 0.03877029581709409   	BEST SCORE: 81   	BEST RATIO: 0.04966278356836297   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 446   AVG SCORE: 24.61090909090909     	AVG RATIO: 0.03813967795394903   	BEST SCORE: 84   	BEST RATIO: 0.04332129963898917   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 447   AVG SCORE: 24.695454545454545    	AVG RATIO: 0.040451074327036034  	BEST SCORE: 94   	BEST RATIO: 0.04671968190854871   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 448   AVG SCORE: 25.275454545454547    	AVG RATIO: 0.0396117942905038    	BEST SCORE: 97   	BEST RATIO: 0.04286345558992488   WON: 1    	WON AVG RATIO: 0.04286345558992488   	WON MEDIAN RATIO: 0.04286345558992488
GEN: 449   AVG SCORE: 24.46909090909091     	AVG RATIO: 0.03961730857562953   	BEST SCORE: 97   	BEST RATIO: 0.04159519725557462   WON: 1    	WON AVG RATIO: 0.04159519725557462   	WON MEDIAN RATIO: 0.04159519725557462
GEN: 450   AVG SCORE: 24.205454545454547    	AVG RATIO: 0.03794027304257779   	BEST SCORE: 80   	BEST RATIO: 0.04104669061056952   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 451   AVG SCORE: 23.95909090909091     	AVG RATIO: 0.038724652557996     	BEST SCORE: 92   	BEST RATIO: 0.04397705544933078   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 452   AVG SCORE: 25.51090909090909     	AVG RATIO: 0.039336310596499204  	BEST SCORE: 91   	BEST RATIO: 0.04534130543099153   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 453   AVG SCORE: 24.57181818181818     	AVG RATIO: 0.037603595671748584  	BEST SCORE: 97   	BEST RATIO: 0.04199134199134199   WON: 1    	WON AVG RATIO: 0.04199134199134199   	WON MEDIAN RATIO: 0.04199134199134199
GEN: 454   AVG SCORE: 24.38                 	AVG RATIO: 0.03948750319061535   	BEST SCORE: 94   	BEST RATIO: 0.04388422035480859   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 455   AVG SCORE: 25.068181818181817    	AVG RATIO: 0.03843263726998375   	BEST SCORE: 97   	BEST RATIO: 0.04695062923523717   WON: 2    	WON AVG RATIO: 0.046450208033061505  	WON MEDIAN RATIO: 0.046450208033061505
GEN: 456   AVG SCORE: 24.029090909090908    	AVG RATIO: 0.03945828476899145   	BEST SCORE: 97   	BEST RATIO: 0.04457720588235294   WON: 1    	WON AVG RATIO: 0.04457720588235294   	WON MEDIAN RATIO: 0.04457720588235294
GEN: 457   AVG SCORE: 25.203636363636363    	AVG RATIO: 0.0371578717216128    	BEST SCORE: 79   	BEST RATIO: 0.04047131147540984   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 458   AVG SCORE: 25.762727272727272    	AVG RATIO: 0.038301377776857486  	BEST SCORE: 97   	BEST RATIO: 0.04490740740740741   WON: 1    	WON AVG RATIO: 0.04490740740740741   	WON MEDIAN RATIO: 0.04490740740740741
GEN: 459   AVG SCORE: 25.846363636363638    	AVG RATIO: 0.03723807619741074   	BEST SCORE: 80   	BEST RATIO: 0.03813155386081983   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 460   AVG SCORE: 25.516363636363636    	AVG RATIO: 0.03811335053830142   	BEST SCORE: 97   	BEST RATIO: 0.05403899721448468   WON: 1    	WON AVG RATIO: 0.05403899721448468   	WON MEDIAN RATIO: 0.05403899721448468
GEN: 461   AVG SCORE: 24.55272727272727     	AVG RATIO: 0.03713719898169429   	BEST SCORE: 97   	BEST RATIO: 0.039303079416531606  WON: 1    	WON AVG RATIO: 0.039303079416531606  	WON MEDIAN RATIO: 0.039303079416531606
GEN: 462   AVG SCORE: 24.38                 	AVG RATIO: 0.0381999082753716    	BEST SCORE: 81   	BEST RATIO: 0.03924418604651163   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 463   AVG SCORE: 25.33909090909091     	AVG RATIO: 0.03713008363114547   	BEST SCORE: 97   	BEST RATIO: 0.04989711934156379   WON: 3    	WON AVG RATIO: 0.04496648626010271   	WON MEDIAN RATIO: 0.0461245839277223
GEN: 464   AVG SCORE: 24.426363636363636    	AVG RATIO: 0.040250045302435464  	BEST SCORE: 97   	BEST RATIO: 0.048719236564540434  WON: 1    	WON AVG RATIO: 0.048719236564540434  	WON MEDIAN RATIO: 0.048719236564540434
GEN: 465   AVG SCORE: 24.57                 	AVG RATIO: 0.03745065782238143   	BEST SCORE: 97   	BEST RATIO: 0.040099214551467546  WON: 1    	WON AVG RATIO: 0.040099214551467546  	WON MEDIAN RATIO: 0.040099214551467546
GEN: 466   AVG SCORE: 24.577272727272728    	AVG RATIO: 0.037696701496205284  	BEST SCORE: 97   	BEST RATIO: 0.055176336746302616  WON: 1    	WON AVG RATIO: 0.055176336746302616  	WON MEDIAN RATIO: 0.055176336746302616
GEN: 467   AVG SCORE: 24.735454545454544    	AVG RATIO: 0.03779421167693219   	BEST SCORE: 97   	BEST RATIO: 0.04911392405063291   WON: 2    	WON AVG RATIO: 0.04657239552508949   	WON MEDIAN RATIO: 0.04657239552508949
GEN: 468   AVG SCORE: 24.325454545454544    	AVG RATIO: 0.03870221611339518   	BEST SCORE: 78   	BEST RATIO: 0.04246053347849755   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 469   AVG SCORE: 24.98818181818182     	AVG RATIO: 0.03629306571028023   	BEST SCORE: 89   	BEST RATIO: 0.037888463175819495  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 470   AVG SCORE: 25.047272727272727    	AVG RATIO: 0.03702370119609112   	BEST SCORE: 83   	BEST RATIO: 0.044125465178096755  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 471   AVG SCORE: 25.343636363636364    	AVG RATIO: 0.03580570431294438   	BEST SCORE: 92   	BEST RATIO: 0.048651507139079855  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 472   AVG SCORE: 25.64727272727273     	AVG RATIO: 0.038253105607028895  	BEST SCORE: 87   	BEST RATIO: 0.03979871912168344   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 473   AVG SCORE: 26.01909090909091     	AVG RATIO: 0.04115246499820891   	BEST SCORE: 95   	BEST RATIO: 0.04909560723514212   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 474   AVG SCORE: 26.53                 	AVG RATIO: 0.03726865810753056   	BEST SCORE: 97   	BEST RATIO: 0.04652278177458034   WON: 2    	WON AVG RATIO: 0.04270806290012096   	WON MEDIAN RATIO: 0.04270806290012096
GEN: 475   AVG SCORE: 26.915454545454544    	AVG RATIO: 0.0389145729097971    	BEST SCORE: 97   	BEST RATIO: 0.050945378151260504  WON: 2    	WON AVG RATIO: 0.04614617586164901   	WON MEDIAN RATIO: 0.04614617586164901
GEN: 476   AVG SCORE: 26.175454545454546    	AVG RATIO: 0.03717347004321762   	BEST SCORE: 93   	BEST RATIO: 0.04221516114389469   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 477   AVG SCORE: 26.15909090909091     	AVG RATIO: 0.037312822514177856  	BEST SCORE: 97   	BEST RATIO: 0.04309195912927588   WON: 3    	WON AVG RATIO: 0.03958010184588236   	WON MEDIAN RATIO: 0.03786104605776737
GEN: 478   AVG SCORE: 26.759090909090908    	AVG RATIO: 0.03641151142503784   	BEST SCORE: 97   	BEST RATIO: 0.04837905236907731   WON: 2    	WON AVG RATIO: 0.04327649981696684   	WON MEDIAN RATIO: 0.04327649981696684
GEN: 479   AVG SCORE: 26.786363636363635    	AVG RATIO: 0.037422972181496275  	BEST SCORE: 89   	BEST RATIO: 0.041013824884792625  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 480   AVG SCORE: 27.689090909090908    	AVG RATIO: 0.03633159449083159   	BEST SCORE: 97   	BEST RATIO: 0.043187889581478185  WON: 2    	WON AVG RATIO: 0.04067340977893737   	WON MEDIAN RATIO: 0.04067340977893737
GEN: 481   AVG SCORE: 25.997272727272726    	AVG RATIO: 0.03726236693231176   	BEST SCORE: 97   	BEST RATIO: 0.04621248213434969   WON: 3    	WON AVG RATIO: 0.04385333507916514   	WON MEDIAN RATIO: 0.0443327239488117
GEN: 482   AVG SCORE: 26.664545454545454    	AVG RATIO: 0.04030773013613675   	BEST SCORE: 97   	BEST RATIO: 0.04601518026565465   WON: 1    	WON AVG RATIO: 0.04601518026565465   	WON MEDIAN RATIO: 0.04601518026565465
GEN: 483   AVG SCORE: 26.796363636363637    	AVG RATIO: 0.03672118280677917   	BEST SCORE: 85   	BEST RATIO: 0.0453091684434968    WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 484   AVG SCORE: 27.6                  	AVG RATIO: 0.03639453377794586   	BEST SCORE: 97   	BEST RATIO: 0.04405086285195277   WON: 1    	WON AVG RATIO: 0.04405086285195277   	WON MEDIAN RATIO: 0.04405086285195277
GEN: 485   AVG SCORE: 28.656363636363636    	AVG RATIO: 0.039425231882940434  	BEST SCORE: 97   	BEST RATIO: 0.05312157721796276   WON: 2    	WON AVG RATIO: 0.052222164270357044  	WON MEDIAN RATIO: 0.052222164270357044
GEN: 486   AVG SCORE: 29.477272727272727    	AVG RATIO: 0.037924146906905036  	BEST SCORE: 97   	BEST RATIO: 0.05203862660944206   WON: 4    	WON AVG RATIO: 0.047694214832339356  	WON MEDIAN RATIO: 0.048208557895734305
